added_by,artist,award,banner,description,downloads,host,listens,official,rating_count,rating_score,release_date,title,tracks,views
24hrs,24hrs,Bronze,exclusive,"24hrs x DJ Drama present ""12 AM In Atlanta"" A Gangsta Grillz special edition!",26185,DJ Drama,117249,1,569,71,09/26/2017,12 AM In Atlanta: Gangsta Grillz,11,286878
ThugMadeMafia,Lil Rickey Of PBZ,Bronze,sponsored,"1/2 OF PBZ ""LIL RICKEY"" RELEASE HIS SOLO MIXTAPE ORIGINALLY SET TO RELEASE 4/20 ""LOUD PAK SHAWTY"" FOR BOOKING INFO CONTACT 901-297-9257 OR EMAIL LOYAL1HUNDRED@GMAIL.COM FOLLOW ON INSTAGRAM @LILRICKEYOFPBZ_LOYAL100 AND ON TWITTER @LILRICKEYOFPBZ


WATCH LOUD PAK SHAWTY VIDEO HERE!!!!!WATCH LOUD PAK SHAWTY VIDEO HERE!!!!!WATCH LOUD PAK SHAWTY VIDEO HERE!!!!! http://www.youtube.com/watch?v=NYBpJDVILqE",26187,"DJ SMALLZ, DJ SHURE FIRE",17832,0,56,100,06/08/2013,Loud Pak Shawty,17,34573
dakingdjej2009,Mister Rush,Bronze,sponsored,,26189,DJ BEN FRANK,12776,0,2,100,06/10/2013,Mister Rush Addressin Da Hatas,18,72265
TheDopeBoyz,Harmony,Bronze,sponsored,"New FREE mixtape from Harmony, 19 year old rapper from Houston Texas.

You might not have ever heard of him, but the music super dope and you gotta give it a chance!
Real music for real people!!
CONTACT INFO:
FOR FEATURES/BOOKING/BUSINESS INQUIRIES: Crazyreid@hotmail.com",26203,,4791,0,4,100,04/14/2013,Animosity,16,39896
JGervin44,"Mr. Cigarillo, Vo Sity, A.M.B.I.T.I.O.N., AKMS, Mr. Tripp, J. Gervin",Bronze,,"""Hard Work Pays Off Vol. 1"" the sequel to ""The Very Bottom"" Mixtape, includes the new addition of 3 members: Mr. Cigarillo, Vo Sity, & A.M.B.I.T.I.O.N.

Alternative Hip-Hop that gives the sensual feel of underground music with exponentially powerful lyrics, song format, production, and current issue knowledge.

Every artist on this mixtape is in the progressive state on their individual projects that will release within the following months. 

Enjoy the ""feel good"" music, feel the ""emotional"" music, and connect with these artists personally. 

We look forward to hearing from you!

Toe Dropping! Media/Out Of Ordinary/ J. Gervin Productions

DOWNLOAD YOUR COPY TODAY!!!!!

(Physical copies are available upon receipt of request)",26204,DJ Chop,9437,0,3,100,07/31/2013,H.W.P.O. Vol. 1,19,34472
liveface12,"M.A.R, AMISTAD BLACK, ZAHBOOGIE",Bronze,sponsored,M.A.RFACE is the 4th Mixtape from M.A.R. This Volume is collaborations of freestyles; Displaying Lyrics over Top Artist Songs in Hiphop.CheckOut M.A.R on Some of the Top Social Sites & all videos on Youtube.,26205,DJ LIVEWIRE,6458,0,14,86,02/18/2013,M.a.r - M.a.rface,10,40331
coast2coastmixtapes,Drew Haze,Bronze,sponsored,"Long Awaited Mixtape by PlaneART member Drew Haze.Features from PlaneART members,Persona,Shue Laces & Carl Sherron.Check us out on Youtube/PlaneARTVida & On Twitter @PlaneARTVida @DrewHaze_",26206,,10375,0,5,100,01/22/2013,Take A Trip,18,33593
2muchonline,Cabby ,Bronze,sponsored,"The Long Awaited Mixtape from Denver, CO's Cabby of Too Much Entertainment.",26207,,26349,0,24,100,06/05/2012,Monopolize,11,63024
noj26,Nate FreeAgent Jay Feat Artist From The Tre4 & R.ville,Bronze,sponsored,Dipwest Army Member/OnOurGame realse Franchise tag pt2,26210,DJ Flipcyide&Nate FreeAgent Jay,10499,0,5,100,04/21/2012,The Franchise Tag 2 The Final Chapter,15,43893
IAmMixtapes,Jadakiss,Bronze,sponsored,,26211,Dj Whiteowl,50872,0,186,97,02/23/2011,Street Kings Vol. 5,24,138535
HTKBeatz,Hurricane The King ,Bronze,sponsored,"The first studio compilation released from HTK since 2011. HTK is bringing a new sound to hip-hop in 2013. 

Executive Producer: Rashad “Hurricane The King” Hawkins 
Album produced by: Rashad “Hurricane The King” Hawkins 

All tracks were recorded and mixed at Profitt 
Productions Studios by Jeff “Tha Profitt” Kowalewki and Rashad “Hurricane The King” Hawkins.

Album artwork: Rashad “Hurricane The King” Hawkins",26212,,5912,0,94,100,02/13/2013,Charm,10,33349
BREAD04,Jo-Bread,Bronze,sponsored,,26215,,13955,0,10,100,06/20/2013,4EVA ME,16,32384
MACNBLAZE,"NELL , SPACEGHOSTPURRP , RELL , DENZEL CURRY , YUNG SIMMIE , ETHELWULF & MORE",Bronze,,"This Project consists of a collaboration of original tracks i produced this year. The tape also contains ressurected tracks fro previous projects that i put out , but every track on dis hoe slammin to da max like i can say EVERY track has a message to be touched on so sit back n lite 30 n up n enjoy dis phonky shit
FOLLOW ME @N3_LL
FOR BOOKING WRITE ME @ MACTEN305@GMAIL.COM OR https://www.facebook.com/NEll.BUMBACLOD",26216,DIS DICK,33369,0,149,95,12/20/2012,90s Mentality '94,31,163737
Trackateering,G FELLA,Bronze,sponsored,"G Fella releases his new mixtape ""St Valentines Day Massacre"". He continues to show that he is here to stay and is destined to be one of Hip Hop's greats.. With a TV show slated for a summer release on FUSE TV, this should serve as another appetizer for his fans!
For more checkout: www.Gfella.com",26217,,5617,0,12,100,02/14/2013,St Valentines Day Massacre,14,50133
CartiBaggYo,Kevin Gates,Bronze,,,26267,,72074,0,488,92,01/23/2018,I'm Home,36,182248
timelinemusic,T.I.M.E. Line & Kin Spiff,Bronze,,"M.C.C. Entertainment PRESENTS ""Count Up"" [2 Man Show 2 Man Work] V2 the OFFICIAL MIXTAPE Hosted by EzA Hype & DJ D Lashae (Blended Vibe DJs) Special Feature's: Jayy Vii$iion, Stacy Blaze, & JaDi Productions ALL RIGHTS RESERVED COPYRIGHTED 2013",26271,EzA Hype & DJ D Lashae (Blended Vibe DJs),17883,0,6,100,07/24/2013,2 Man Show 2 Man Work,9,39272
Lex313Gunna,"Lex Gunna, DoeBoyOnTheTrack, WichoBeatz",Bronze,sponsored,"Audio Arsenals are a group of young producers who produce celebrity artists and hot indie artist. Follow Audio Arsenals on twitter @Lex_Gunna, @DoeBoyOnTheTrack, @WichoBeatz",26271,Lex Gunna,7329,0,18,100,02/12/2014,Audio Arsenals Trunk Shakers Pt 1,16,36115
,Everlast,Bronze,exclusive,,26274,,,1,,86,,War Porn,0,
vahustle86,YTOnThaTrack,Bronze,,"The Highly Anticipated project ""THE INFLUENCE"" from Virginia based Producer/Rapper YTOnThaTrack. This mixtape offers up a wide range of complex rhymes mixed with creative production to keep you glued to your speakers from beginning to end. YTOnThaTrack clearly shows his presence and versatility as a producer/rapper setting himself apart from the competition.Producing for Indie and major artists, also performing at King Of Diamonds in Miami, YTOnThaTrack has been producing and making moves for quite sometime to further his career.YTOnThaTrack will be on the serious radar as the one to watch out of the DMV area. all production and rhymes by YTOnThaTrack

*except for freestyles

@YTOnThaTrack

Reverbnation.com/ytonthatrack
Linkedin.com/in/YTOnThaTrack
Youtube.com/YTOnThaTrack
ytonthatrack.bandcamp.com
DMVLife.com (Top DMV Major Artist & Producer)",26277,,11111,0,1,100,05/15/2014,The Influence,19,40951
flybeats09,Travis Porter,Bronze,sponsored,"New mixtape from Travis Porter ""3 Live Krew""",26279,Street Execs,52147,1,58,83,04/15/2015,3 Live Krew,15,142438
LailaV,LAILA V ,Bronze,sponsored,OUT OF THIS WORLD. Bringing Back the FUN in Music.,26280,DJ LAILA V,43257,0,34,97,04/01/2016,Rise Of Lailav,17,104848
Eyeinsee,Eyeinsee,Bronze,,A collection of hard hitting authentic hip-hop tracks bought to you by Eyeinsee.,26283,Eyeinsee,1107,0,1,100,03/28/2012,Speaking Upon Deaf Ears,13,33478
YungTune232,Ro Davis,Bronze,,"Ro Davis: To My Old Fans: I've come a long ways from white grape white owl.. and i honestly just hope you appreciate OUR progress, because if it wasnt for you all continously pushing me, i probably wouldnt be making music still..

To My New Fans: I know your gonna like what you hear, and i just pray that you spread the word and continue to listen, because each and everyone of you is appreciated..

And to everyone else: Enjoy... For those who dont have an account free download >>>>> http://www.mediafire.com/?vc4o3viw19m2hha",26286,Ro Davis,2933,0,2,100,11/16/2012,White Grape White Owl: 2,15,35062
klocaine,"Klocaine, Komain, Psyde Fx, Kuzzo, Mex, Lane Calhoun, Crispy, Ghost, D-Low, Gotti Gott Thangz, N.O.I.A., Sharp G, ",Bronze,,"Midwest Monstrosity presented by Klocaine, featuring some of the best artists from Indiana",26289,,10431,0,26,96,04/03/2012,Midwest Monstrosity,17,27354
DJMALCGEEZ,Wale & Meek Mill,Bronze,,"Maybach Music Welcome Wale & Meek Mill Twitter.com/DjMalcGeez 
@Wale 
@MeekMill 
@RickyRozay",26297,Dj Malc Geez,74415,0,77,94,02/28/2011,Maybach Music Welcome Wale & Meek Mill,14,297817
Teamsters,The Teamsters,Bronze,sponsored,"Best Group Award Winners ""The Teamsters"" Present their 2nd Mixtape ""Back By POPular Demand"" a Mixture of Hip-Hop and POP Co-Produced by Qwon Don.

Follow us: @teamstersmusic 

For bookings: Info@fortune5music.com",26297,,6959,0,3,100,02/16/2012,Back By POPular Demand,17,85290
DJ_Skinny_Fatz,Drake,Bronze,,Brand new mixtape from Drake and his OvO camp featuring all new and exclusive music.,26300,DJ Skinny Fatz,28576,0,19,79,01/30/2014,Do Right And Kill Everything,29,142965
CashCorleone,Heattwave,Bronze,,"THEM HEATTWAVE BOYS ARE BACK WITH ANOTHER STREET CLASSIC!!! THIS IS THE FOLLOW UP TO ""THE SKYSCRAPERS VOL.2: THE TAG TEAM CHAMPS"". THESE BROOKLYN BOYS ARE GUARANTEED TO TURN THE HEATT UP WITH THIS MIXTAPE..GET READY FOR A HEATTWAVE!!!!..

""THE SKYSCRAPERS VOL.3"" COMING REAL SOON!!! #NETTWORK 

HOLLA AT US FOR ALL BOOKINGS AND VERSES.. WE WORKING!!!

www.twitter.com/heattwave
www.reverbnation.com/heattwave
www.youtube.com/heattwavebk
www.igotswagtube.com/heattwave
www.soundcloud.com/heattwavebk
heattwavebk@gmail.com",26302,The Nettwork,3684,0,6,100,12/04/2011,Fire Nation,15,37483
Jlucci9,Jay Lucci,Bronze,,"#MoreDaysToGo!!! OFFICIAL MIXTAPE HAS FINALLY ARRIVED... FT. PIMPIN MAGNOLIA,AND DILLY THE DILLINGER ... ITS (NDM) ""NO DIRECTION MUSIC"" LOCATED DOWN SOUTH IN ""NEW ORLEANS"" SHOUT OUT MY TEAM AND ALL THE SUPPORTERS!!!! #NDM",26303,,14200,0,4,100,06/20/2012,More Days To Go ,11,32761
SelfMadeMc,M.C,Bronze,,"3rd Part to M.C's ""PaperWork"" Mixtape series. Self Made Music Ent©. All Rights Reserved. WWW.McofSelfMadeMusic.Com",26306,Dj Mr Famous,6886,0,3,100,08/02/2013,Paperwork 3,13,41875
SooksGG,SD,Bronze,sponsored,Hosted by DJ Honorz,26307,,99961,1,156,93,08/28/2015,Just The Beginning,15,199012
LastRunEnt,Lagato Shine,Bronze,sponsored,"Official Mixtape from Last Run artist Lagato Shine. Features from Mistah FAB and Billy Danze of M.O.P. Lagato has been featured on MTV, XXL Mag, AllHipHop.com and more! Follow on Twitter @lagatoshine21 www.lagatoshine.com",26309,Last Run Entertainment,228,0,6,100,02/07/2012,Spit Game Proper Vol. 1,20,111380
rjdarappa,JTRAX,Bronze,sponsored,"S3 VOL.1 (SLEEP SOLD SEPARATELY) is the 3rd solo release by Louisiana's artist Jtrax! Down South Music with an East Coast Feel. All recordings and arrangements were done by Jtrax. View channel for previous mixtapes, and stay tuned for future projects. 
Thanx & Enjoy
Twitter: @iamjtrax
Instagram: j_trax
youtube: Axismusicnation",26309,NONE,16532,0,2,100,08/03/2013,Sleep Sold Separately Vol. 1,19,34515
flybeats09,Jinsu,Bronze,exclusive,"New mixtape from Jinsu ""Built To Last It""",26310,,14831,0,35,97,04/08/2014,Built To Last,15,69349
domonation,Domonation,Bronze,sponsored,"World Domonation is the first official mixtape put out by Domonation. It is an eight track compilation of original and intstrumental songs. The songs showcase his talents and parts of his life and struggles, while showing you that his will and determination will never die.",26311,,6981,0,2,100,01/07/2014,World Domonation,8,28158
OKBTZ,Ty Money,Bronze,,@TyMoneySBMG #FREEMONEY Don't Forget About Me #FREEMONEY#FREEMONEY Don't Forget About Me #FREEMONEY#FREEMONEY Don't Forget About Me #FREEMONEY,26313,HSP,3715,0,11,82,07/31/2012,Don't Forget About Me,17,39470
TakeMoney_Inc,Yung JB,Bronze,sponsored,"Follow Yung JB on Twitter @TakemoneyJB 
Follow Takemoney Inc @TakemoneyBX",26318,,23574,0,29,97,08/12/2013,Primo,20,104115
Dat_Boy_Stone,Shawty Lo,Bronze,sponsored,"New mixtape from Shawty Lo ""Built Not Bought"" hosted by DJ Scream",26325,DJ Scream,99219,1,314,84,05/26/2016,Built Not Bought,11,743637
sewamouf,Sewamouf,Bronze,sponsored,"Hardcore Hiphop at its finest from a Chiraq perspective. Street shit wit bars. Featuring artists such as Bonnie Bree, Garcia Vega, Blake Done, F.A.M. Carter, Ced the Cannabal, Script Knowledge, Detroit 9000, PG, and Dez Vance. Features production from Dez Vance, WAX, Millz Trax, Deejay Qwantum Physics, Nam, Kenautis Smith, and Chris Ray.",26338,"DJ Metialready, DJ Kross",2627,0,7,100,04/22/2013,Independence Day Seven/four/eleven,15,41948
bfg92,Armani OD ,Bronze,sponsored,Its been a good comeback for South Carolina Artist |Armani OD| With some new tunes we hope the fans from everywhere enjoy this! FINALLY we are at the end of Armani OD's F.A. Series. Now this go around he went through some changes.So to the fellow music heads out there I present to you #Forever Addicted 3 .... Much love to all apart of the projects of the series. Sending mad love to DJ King-bee for creating the title of this Classic since the beginning. Follow @Armani_OD on twitter,26342,,26608,0,2,100,05/17/2013,Forever Addicted III,13,107669
necez03,Augusta Hustla,Bronze,sponsored,,26343,DJ Ben Frank,37909,0,109,98,02/12/2013,Deadly Sins,15,57755
ssganstawitit,Young Smoke,Bronze,,New Mix tape from Young Smoke,26344,,3365,0,11,100,05/22/2013,Feel My Pain,12,45433
killsquadveteran,Arkane,Bronze,,The Prequel to Vein Muzik City,26347,Vein Muzik Group,3414,0,2,100,11/10/2012,Raw Mouth In Da South,12,34168
DiamondGang205,Lil Mail,Bronze,sponsored,"Corporate Ent.'s Artist Lil Mail brings you HollyHood.
@LilMail_THC
Facebook.com/lilmailhoodceleb
Youtube.com/lilmail205
For Booking 404.441.5663",26349,Dj Esco,794,0,6,100,03/22/2012,Hollyhood,20,48527
uptsb,MarkMurrille,Bronze,sponsored,"New mixtape from Mark Murrille K.I.N.G. 2 (Kid In the New Generation 2)
Follow on twitter @markmurrille instagram @princemarkx",26352,,14988,0,9,100,07/30/2013,K.i.n.g 2 [kid In The New Generation 2],16,37043
flybeats09,Le$,Bronze,exclusive,"New mixtape from Le$ "" Steak X Shrimp Vol. 1"" Hosted by DJ Mr Rogers",26357,DJ Mr Rogers,47002,1,155,98,11/01/2014,Steak X Shrimp Vol. 1,15,146382
AR_AB,AR-AB,Bronze,sponsored,GO COP MY NEWEST MIXTAPE CALLED I SEE DEAD PEOPLE,26362,WE RUN THE STREETS,73495,1,114,95,01/08/2009,Welcome To Trapstreet,21,185386
IAmMixtapes,Instrumentals,Bronze,exclusive,#BeatsRus @gotinstrumental @DJSuperstarJay,26365,DJ Superstar Jay & GotInstrumentals.com,60406,0,46,89,08/13/2011,Got Instrumentals 28: #BeatsRus Edition,45,146761
1true2dasouth,Junior Reid,Bronze,sponsored,"This is an Official Junior Reid mixtape brought to you by The Wu World Wide DJ Coalition mixed by their own Wu-Tang DJ ""DJ Flipcyide"" this includes some of Junior Reid's major collaborations. Make sure to check us out at Wu-World.com",26454,DJ Flipcyide,26064,1,32,97,05/14/2014,Undeniable,25,60800
jayeyung,Nipsey Hussle,Bronze,sponsored,some classic nipsey hussle before he blew up - check the links tab for full dwnld,26454,,43220,1,283,95,12/12/2009,Slauson Boy Volume 1,13,174873
NBODmusic,Knollege,Bronze,,"Knollege, a Diego Artist, ""First Take"" is his First mixtape but surely not his last. Take a listen, im 9to10 by the fifth song youll Be TUNED IN! On the tape there are other Upcoming Artist Such as CHAD , Arab $ ,&DopeBoiLucciano . Be sure to hear there music . On Youtube , Soundcloud , Hulkshare , &HotNewHipHop.com 
NBODmusic /NEWBREEDMUZIK  
Beats By ; FlightDreamProductions, LexiBanks, OneHunnid, TheKushAdministration , DatManRed, Sarkiss, Huey Baker & MORE . . 
WEED . CALI LIFE . MONEY . &TRAPMUZIK",26456,NewBreed,5630,0,2,100,02/27/2013,First Take,21,28714
ELIJAHMIGUEL718,ELIJAH MIGUEL,Bronze,sponsored,Elijah Miguel's Album Mix hosted by DJ Tranzformed. REAL HIP HOP / REAL MUSIC,26457,DJ Tranzformed,21142,0,9,100,11/25/2012,Enough Is Enough ,18,37784
E8MG,Fetty Wap,Bronze,,"Exit 8 Music Group presents .....THE ""Year of the Zoo"" Mixtape featuring FETTY WAP! CHECK OUT BRAND NEW & EXCLUSIVE MUSIC ON THIS HIGHLY ANTICIPATED COMPILATION ! FOR PROMO USE ONLY ! Contact / Inquires: Exit8musicgroup@gmail.com | @EXIT8MUSICGROUP ( Twitter / Instagram )",26459,Exit 8 Music Group,104054,0,39,85,06/10/2015,Year Of The Zoo (Deluxe),21,154271
Share,T.I.,Bronze,,,26461,Kochece,24331,0,27,85,07/08/2007,KING (Need I Say More),0,0
FTYGlobal,Mister Mag,Bronze,sponsored,"No Tags version of #FTYVOL1 FT FTY ENT, KING LOUIE,GLC, AND MORE! PLUS BONUS MATERIAL! FOLLOW @ITSMRMAG ON TWITTER/IG!!!!",26463,DJ REESE & DJ DMT,15248,0,90,100,06/14/2013,#fty The Hitz,17,57163
IAmMixtapes,Soulja Boy,Bronze,sponsored,"Dj Woogie & Evil Empire Present: Soulja Boy ""Best Rapper"" mostly all NEW original material from Beezy including the new smash hit ""Digital"" follow    
www.twitter.com/souljaboy www.twitter.com/djwoogie www.twitter.com/itsevilempire www.twitter.com/datpiffmixtapes",26468,Dj Woogie & Evil Empire,58335,1,418,62,07/02/2010,Best Rapper,16,194119
FPrintz,F.Printz,Bronze,sponsored,"""The Cold Capitvl Project"" is the second EP crafted by Canadian writer and recording artist F.Printz. Printz is part of a collective that includes Canadian R&B artist David Notes and American painter & poet Artful Ritch among other Ottawa, Canada homegrown talents. This 14-track project gives a unique outlook through an introspective mind of Ottawa, Canada's up-and-coming Cold Capitvl Collective.

Twitter: @f_printz
Facebook: Freddy Printz
IG: @fprintz",26468,DJ Fusion,7300,0,34,100,09/25/2013,The Cold Capitvl Project ,14,41692
FLABoys,"FLA Boys, 1Shot & Andre",Bronze,,"Florida Boys DEBUT Mixtape Representing Hobe Sound 772

http://www.facebook.com/floridaboysofficial

All Songs Mixed & Edited By Andre & 1Shot
All Songs Recorded In Andre's Room - Studio COMING SOON

Excluding the Following :

Ms.Mary Produced By 24/7 Hits ( DIGI )

In My Zone Produced By Vinnie V & FLA Boys

Florida Boys:
1Shot & Andre

Ft. ECG
Ft. Macdude
Ft. D Jgun
Ft. Kyle Williams

Smoking Is Highly Recommended While Listening To This Mixtape.",26477,FLA Boys,5294,0,71,100,10/01/2012,Florida Boys,10,35969
TayyibAliMusic,Tayyib Ali,Bronze,sponsored,"New mixtape from Tayyib Ali ""Keystone State Of Mind 2""",26480,,26702,1,124,95,03/03/2013,Keystone State Of Mind 2,18,105963
jluciano,JLUSIANO,Bronze,sponsored,"@iJLUsIANO 2013 2nd mixtape FT original songs w/ ,SHAWTY LO,YOUNG BUCK,GARVEY, PHIL ADE .follow @iamjluciano on IG ..ALL OFFICIAL VIDEOS ON WWW.JLUCIANOMUSIC.COM",26482,"dj5150,DJ EDUB",11455,0,1,100,01/21/2013,Painkiller,15,27515
